순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
844,어린 처형 2 - 무삭제판,김태수,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2019-11-12,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
845,어린 처형- 무삭제판,계장혁,너바나 필름,,(주)컨텐츠 빌리지,2019-01-22,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
846,어린 친구 엄마,이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-11-27,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
847,어린 형수 3 - 무삭제판,최우성,핵존슨,,(주)컨텐츠 빌리지,2018-01-24,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
848,어린 형수 4-무삭제판,최우성,너바나 필름,,(주)컨텐츠 빌리지,2019-03-18,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
849,어린 형수님들,이재금,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-01-11,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
850,어린 형수님들 (감독판),이재금,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-03-08,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
851,어린 형수와 여동생,이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-06-14,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
852,어린여동생,정민용,스마일컨텐츠,,스마일컨텐츠,2019-07-08,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
853,어린여동생-무삭제,정민용,스마일컨텐츠,,스마일컨텐츠,2019-09-13,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
854,어린장모-무삭제,최은정,스마일컨텐츠,,스마일컨텐츠,2018-06-15,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
855,어쩌다 옥탑방,최병욱,고구마콘텐츠허브(주),,고구마콘텐츠허브(주),2019-04-17,개봉영화,장편,한국,1,"1,000",1,0,0,SF,15세이상관람가,일반영화
856,엄마 애인 -무삭제판,정진호,모히또필름,,(주)에이블엔터테인먼트,2018-04-18,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
857,엄마 애인 2 - 무삭제판,최우성,너바나 필름,,(주)컨텐츠 빌리지,2019-05-14,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
858,엄마 애인 3 - 무삭제판,정진호,너바나 필름,,(주)컨텐츠 빌리지,2019-07-30,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
859,엄마 친구 : 그녀의 섹스고백 무삭제판,최강호,(주)영화사가을,,(주)영화사가을,2018-01-09,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
860,엄마 친구들과의 정사,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-08-10,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
861,엄마 친구들과의 정사(감독판),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-10-12,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
862,엄마의 연애 무삭제,임현태,(주)영화사가을,,(주)영화사가을,2018-11-06,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
863,엄마의 정사,이상민,(주)영화사가을,,(주)영화사가을,2018-08-14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
864,엄마의 정사 무삭제,이상민,(주)영화사가을,,(주)영화사가을,2019-05-28,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
865,엄마친구 4 무삭제,채준우,(주)영화사 사계절,,(주)영화사 사계절,2018-06-04,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
866,엄마친구 5 무삭제판,명석환,(주)영화사 사계절,,(주)영화사 사계절,2018-11-07,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
867,엄마친구들 무삭제,이리단,(주)영화사가을,,(주)영화사가을,2018-04-26,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
868,엄마친구들 2 무삭제,임현태,(주)영화사가을,,(주)영화사가을,2018-11-08,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
869,엄마친구들 3 무삭제,정수,(주)영화사가을,,(주)영화사가을,2019-11-21,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
870,엄마친구의 섹스 무삭제판,최강호,(주)영화사가을,,(주)영화사가을,2018-01-11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
871,엄마친구의맛,정민용,스마일컨텐츠,,스마일컨텐츠,2018-12-28,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
872,엄마친구의맛-무삭제,정민용,스마일컨텐츠,,스마일컨텐츠,2019-02-28,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
873,엄마학개론-무삭제,차지민,스마일컨텐츠,,스마일컨텐츠,2019-06-05,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
874,여교사 : 제자와의 사랑 무삭제,최민,(주)영화사가을,,(주)영화사가을,2018-11-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
875,여기어때 빈방있나요,준세,(주)엔트리미디어,,(주)엔트리미디어,2019-01-18,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
876,여대생 출장맛사지 무삭제판,천성준,(주)케이피에이기획,,(주)케이피에이기획,2019-10-24,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
877,여대생들의은밀한아르바이트-무삭제,천성준,에이원 미디어,,에이원 미디어,2019-07-26,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
878,여대생출장맛사지,천성준,(주)케이피에이기획,,(주)케이피에이기획,2019-08-09,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
879,여배우와 동거-무삭제,이슬,(주)케이피에이기획,,(주)케이피에이기획,2018-08-31,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
880,여선생2 무삭제,김대성,(주)영화사히트,,(주)영화사히트,2019-05-23,개봉영화,장편,한국,1,"5,000",1,0,0,코미디,청소년관람불가,일반영화
881,여성친구,우기상,(주)피에이치미디어,,(주)피에이치미디어,2019-08-30,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
882,여자 보험왕 : 그녀의 영업비밀 무삭제,곽영근,(주)영화사 사계절,,(주)영화사 사계절,2018-01-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
883,여자 하숙집 3 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2019-12-12,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
884,여자 하숙집2 무삭제,이리단,(주)영화사가을,,(주)영화사가을,2018-11-14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
885,여자들 : 섹스의 만족도 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,2018-03-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
886,여직원들 : 직장 연애사 2 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2019-06-18,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
887,여직원들 : 2대2 섹스,이상민,(주)영화사가을,,(주)영화사가을,2018-06-12,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
888,여직원들 : 2대2 섹스 무삭제,이상민,(주)영화사가을,,(주)영화사가을,2018-07-23,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
889,여직원의 맛,최우성,㈜리필름,,㈜리필름,2018-05-28,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
890,여친 언니 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2018-11-13,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
891,여친 엄마 3,김종민,(주)영화사가을,,(주)영화사가을,2019-03-28,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
892,여친엄마 2 무삭제,최민,(주)영화사가을,,(주)영화사가을,2018-11-08,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
893,여친의 맛,이호근,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-06-21,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
894,여친의 맛 무삭제,윤중부,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-09-04,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
895,여친의 속사정,윤중부,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-06-07,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
896,여친의 속사정 무삭제,윤중부,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-08-28,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
897,연변 아가씨의 맛섹사-무삭제판,이민,(주)케이알씨지,,(주)케이알씨지,2018-03-14,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
898,연상녀들 : 내가 가르쳐 줄게 무삭제,이리단,(주)영화사가을,,(주)영화사가을,2018-02-23,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
899,연애 : 엄마친구 무삭제,유해종,(주)영화사가을,,(주)영화사가을,2018-11-27,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
900,연애사슬,최석원,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2018-02-28,개봉영화,장편,한국,1,"2,000",1,"2,000",1,,청소년관람불가,일반영화
901,옆집 친구 엄마,김진수,(주)영화사가을,,(주)영화사가을,2019-08-06,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
902,옆집 친구 엄마 무삭제,김진수,(주)영화사가을,,(주)영화사가을,2019-10-10,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
903,옆집누나의맛,천성준,에이원 미디어,,에이원 미디어,2019-12-27,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
904,옆집소녀2-무삭제,성기만,스마일컨텐츠,,스마일컨텐츠,2018-12-14,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
905,옆집소녀3-무삭제,,스마일컨텐츠,,스마일컨텐츠,2019-11-08,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
906,예쁜 며느리,이정,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-05-03,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
907,예쁜 처제들 2018,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-09-18,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
908,예쁜 처제들 2018 (감독판),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-11-09,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
909,예쁜누나(감독판),준세,(주)마이애미미디어,,(주)마이애미미디어,2019-04-11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
910,오르가즘 레스토랑,제임스 김,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2018-10-30,개봉영화,장편,한국,1,"2,000",1,"2,000",1,,청소년관람불가,일반영화
911,오르가즘 레스토랑 무삭제판,제임스 김,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-01-31,개봉영화,장편,한국,1,"2,000",1,"2,000",1,,청소년관람불가,일반영화
912,오피스텔-잘 하는 애들로 무삭제판,천성준,(주)케이피에이기획,,(주)케이피에이기획,2019-09-26,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
913,완벽한 섹스의 맛-무삭제판,이민,(주)케이알씨지,,(주)케이알씨지,2018-05-08,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
914,왕을 참하라 무삭제판,김재수,(주)영화사 조은,,(주)영화사 조은,2018-03-21,개봉영화,장편,한국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
915,외도에 빠진 아내,박은석,(주)레드언더미디어,,(주)레드언더미디어,2019-02-18,개봉영화,장편,한국,1,"2,000",1,"2,000",1,기타,청소년관람불가,일반영화
916,외출 2 무삭제,곽영근,(주)영화사가을,,(주)영화사가을,2018-03-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
917,우리 누나 친구,김부곤,(주)영화사가을,,(주)영화사가을,2019-10-21,개봉영화,장편,한국,1,"2,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
918,우리도련님 무삭제,김대성,(주)영화사히트,,(주)영화사히트,2019-06-25,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
919,위기의 엄마들,이재훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-08-05,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
920,유부녀들의 맛 무삭제판,유해종,(주)영화사가을,,(주)영화사가을,2018-11-13,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
921,은밀한 관계,김이슬,(주)영화사가을,,(주)영화사가을,2019-07-26,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
922,은밀한 여작가의 사생활 무삭제판,한동호,(주)라온컴퍼니플러스,,(주)라온컴퍼니플러스,2019-09-03,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
923,음란 과외 2 - 무삭제판,최우성,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2019-08-28,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
924,음란한 그녀의 색스런 이야기,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-12-27,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
925,음란한 병원 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2019-08-14,개봉영화,장편,한국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
926,음란한 여자들의 수다,이지은,(주)메이크아트,,(주)메이크아트,2019-08-05,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
927,이모의 유혹-무삭제,김경택,스마일컨텐츠,,스마일컨텐츠,2018-04-06,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
928,이모의유혹2-무삭제,김이슬,스마일컨텐츠,,스마일컨텐츠,2019-09-06,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
929,이웃집 아내 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2019-07-30,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
930,일본 엄마 2 무삭제,김무원,(주)영화사 사계절,,(주)영화사 사계절,2018-03-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
931,일본식 아내 길들이기,김영민,유한회사 영화사 반딧불,,유한회사 영화사 반딧불,2019-07-19,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
932,자매의교환섹스-무삭제,장두만,에이원 미디어,,에이원 미디어,2019-04-05,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
933,자매의은밀한스와핑,정민용,스마일컨텐츠,,스마일컨텐츠,2018-12-21,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
934,작은 엄마 무삭제,이리단,(주)영화사 사계절,,(주)영화사 사계절,2018-03-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
935,작은 엄마 2: 삼촌의 여자들 (무삭제),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-03-09,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
936,작은 엄마들,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-07-11,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
937,작은 엄마들(무삭제),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-09-12,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
938,잘 주는 간호사들 : 병원에서 생긴 일,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-11-22,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
939,잘 주는 외국녀들,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2019-12-13,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
940,잘주는 누나들,천성준,(주)케이피에이기획,,(주)케이피에이기획,2019-05-17,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
941,잘주는 누나들 무삭제판,천성준,(주)케이피에이기획,,(주)케이피에이기획,2019-09-20,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
942,잘주는 여비서들,윤중부,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-05-24,개봉영화,장편,한국,1,"2,000",1,"2,000",1,드라마,청소년관람불가,일반영화
943,잘주는 여비서들 무삭제,윤중부,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-08-28,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
944,장모님들,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-10-16,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
945,장모님들 (감독판),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-12-26,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
946,장모님의 개인교습,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-09-12,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
947,장모님의 개인교습 (감독판),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-11-09,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
948,장모의 딸 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2019-12-06,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
949,장모의유혹-무삭제,김이슬,스마일컨텐츠,,스마일컨텐츠,2019-05-10,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
950,장모학개론-무삭제,김다니엘,스마일컨텐츠,,스마일컨텐츠,2018-07-06,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
951,젊은 과부,이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-10-16,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
952,젊은 누나-무삭제판,이민,(주)케이알씨지,,(주)케이알씨지,2019-02-27,개봉영화,장편,한국,1,"1,000",1,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
953,젊은 며느리 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2019-09-03,개봉영화,장편,한국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
954,젊은 미망인 무삭제판,한동호,,(주)가온콘텐츠,(주)가온콘텐츠,2019-08-01,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
955,젊은 새엄마들,김진수,(주)영화사가을,,(주)영화사가을,2019-08-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
956,젊은 새엄마들 무삭제,김진수,(주)영화사가을,,(주)영화사가을,2019-10-15,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
957,젊은 아내: 남편 교환의 날 (무삭제),이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-01-22,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
958,젊은 엄마 친구 무삭제판,유해종,(주)영화사가을,,(주)영화사가을,2018-11-07,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
959,젊은 엄마 친구 2 무삭제,정현수,(주)영화사가을,,(주)영화사가을,2019-12-24,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
960,젊은 장모님들,이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-05-03,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
961,젊은 장모님들 - 감독판,이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-08-05,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
962,젊은 처제들,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-09-27,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
963,젊은 처제들 (감독판),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-12-18,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
964,젊은 처형: 그녀를 탐하다,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-07-11,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
965,젊은 처형: 그녀를 탐하다(무삭제),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-09-12,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
966,젊은 형수 2,이상민,(주)영화사가을,,(주)영화사가을,2018-08-14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
967,젊은 형수 2 무삭제,이상민,(주)영화사가을,,(주)영화사가을,2019-05-28,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
968,젊은 형수: 형의 여자를 탐하다,"강정훈,강정훈",(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-01-31,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
969,젊은 형수: 형의 여자를 탐하다(무삭제),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-04-17,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
970,젊은 형수님: 내 여자가 되던 날,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-07-03,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
971,젊은 형수님: 내 여자가 되던 날 -무삭제판,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-08-10,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
972,젊은 형수님: 형의 여자를 탐하다 -무삭제판,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-03-09,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
973,젊은 형수님들 (감독판),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-12-26,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
974,젊은 형수와 처제,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-12-12,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
975,젊은장모-무삭제,김경훈,스마일컨텐츠,,스마일컨텐츠,2018-03-09,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
976,젊은친구엄마,최성길,스마일컨텐츠,,스마일컨텐츠,2019-10-18,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
977,젊은친구엄마- 무삭제,최성길,스마일컨텐츠,,스마일컨텐츠,2019-11-29,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
978,젊은형수님들,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-08-30,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
979,접대 전문 여비서,윤준세,(주)레드언더미디어,,(주)레드언더미디어,2019-05-31,개봉영화,장편,한국,1,"2,000",1,"2,000",1,드라마,청소년관람불가,일반영화
980,접대 전문 여비서 무삭제,윤준세,(주)레드언더미디어,,(주)레드언더미디어,2019-08-13,개봉영화,장편,한국,1,"2,000",1,"2,000",1,드라마,청소년관람불가,일반영화
981,정사 2018,김이슬,(주)영화사가을,,(주)영화사가을,2018-12-13,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
982,정사 2019,김이슬,(주)영화사가을,,(주)영화사가을,2019-12-26,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
983,정사 : 사촌 여동생들,"정완경,안상진",(주)영화사가을,,(주)영화사가을,2018-10-02,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
984,정사 : 사촌 여동생들 무삭제,정완경,(주)영화사가을,,(주)영화사가을,2018-11-14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
985,정사 : 시아버지와 도련님,"이상민,이상민",(주)영화사가을,,(주)영화사가을,2018-01-18,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
